_id,_masterChatId,_roomId,_chapterId,_scriptKey,_title,_firstLineValue,_noticeValue,_appearStampIdList,_masterReleaseLabelId
300300301,3003,3,300300301,3003_3_1,Shizuku (Birthday 2023),Shizuku: I'd like to wish you a happy birthday.,Shizuku: I'd like to wish you a happy birthday.,"stamp_00_00000_0008,stamp_00_00000_0019,stamp_00_00000_0037,stamp_00_00000_0056,stamp_00_00000_0057,stamp_00_00000_0058,stamp_00_00000_0059,stamp_00_00000_0066,stamp_00_00000_0081,stamp_00_00000_0088",1
300300401,3003,16,300300401,3003_16_1,Shizuku (New Year's 2024),Shizuku: Happy New Year to you!,Shizuku: Happy New Year to you!,"stamp_00_00000_0005,stamp_00_00000_0009,stamp_00_00000_0057,stamp_00_00000_0058,stamp_00_00000_0095",324010160
300300501,3003,17,300300501,3003_17_1,Shizuku Valentine 2024,"Shizuku: Senpai, today is the day you're coming to Nijigasaki High School for an interview, right?",Shizuku: You were coming to Nijigasaki for an interview today?,"stamp_00_00000_0014,stamp_00_00000_0057,stamp_00_00000_0058,stamp_00_00000_0059,stamp_00_00000_0081",324021454
300300701,3003,7,300300701,3003_7_1,Shizuku (April 2023),Shizuku is online,Shizuku is online,"stamp_00_00000_0009,stamp_00_00000_0057,stamp_00_00000_0058,stamp_00_00000_0060,stamp_00_00000_0088",1
300300801,3003,8,300300801,3003_8_1,Shizuku (May 2023),Shizuku is online,Shizuku is online,"stamp_00_00000_0001,stamp_00_00000_0020,stamp_00_00000_0052,stamp_00_00000_0057,stamp_00_00000_0079,stamp_00_00000_0082",1
300300901,3003,9,300300901,3003_9_1,Shizuku (June 2023),Shizuku is online,Shizuku is online,"stamp_00_00000_0005,stamp_00_00000_0048,stamp_00_00000_0057,stamp_00_00000_0085",323062404
300301001,3003,10,300301001,3003_10_1,Shizuku (July 2023),Shizuku is online,Shizuku is online,"stamp_00_00000_0015,stamp_00_00000_0029,stamp_00_00000_0038,stamp_00_00000_0073,stamp_00_00000_0081",323072805
300301101,3003,11,300301101,3003_11_1,Shizuku (Summer Vacation 2023),Shizuku: Take a look at this!,Shizuku: Take a look at this!,"stamp_00_00000_0009,stamp_00_00000_0057,stamp_00_00000_0076,stamp_00_00000_0081,stamp_00_00000_0088",323082603
300301201,3003,12,300301201,3003_12_1,Shizuku (September 2023),Shizuku is online,Shizuku is online,"stamp_00_00000_0005,stamp_00_00000_0015,stamp_00_00000_0057,stamp_00_00000_0059,stamp_00_00000_0079",323090604
300301301,3003,13,300301301,3003_13_1,Shizuku (Halloween 2023),Shizuku: Happy Halloween!,Shizuku: Happy Halloween!,"stamp_00_00000_0013,stamp_00_00000_0021,stamp_00_00000_0046,stamp_00_00000_0058,stamp_00_00000_0079,stamp_00_00000_0081,stamp_00_00000_0087",323103152
300301401,3003,14,300301401,3003_14_1,Shizuku (November 2023),Shizuku is online,Shizuku is online,"stamp_00_00000_0015,stamp_00_00000_0045,stamp_00_00000_0051,stamp_00_00000_0057,stamp_00_00000_0059,stamp_00_00000_0061,stamp_00_00000_0088",323111004
300301501,3003,15,300301501,3003_15_1,Shizuku (Christmas 2023),Shizuku: Merry Christmas!,Shizuku: Merry Christmas!,"stamp_00_00000_0019,stamp_00_00000_0053,stamp_00_00000_0057,stamp_00_00000_0058,stamp_00_00000_0060,stamp_00_00000_0079,stamp_00_00000_0081,stamp_00_00000_0084",323122534
300301801,3003,18,300301801,3003_18_1,Shizuku (White Day 2024),Shizuku: Thank you so much for inviting me today!,Shizuku: Thank you so much for inviting me today!,"stamp_00_00000_0005,stamp_00_00000_0011,stamp_00_00000_0029,stamp_00_00000_0052,stamp_00_00000_0057,stamp_00_00000_0058,stamp_00_00000_0061,stamp_00_00000_0078,stamp_00_00000_0082",324031455
300400101,3004,1,300400101,3004_1_1,Karin (DM),Karin is online,Karin is online,"stamp_00_00000_0008,stamp_00_00000_0020,stamp_00_00000_0029,stamp_00_00000_0050,stamp_00_00000_0078",1
300400102,3004,1,300400102,3004_1_2,Karin (DM),Karin: I saw your article.,Karin: I saw your article.,"stamp_00_00000_0003,stamp_00_00000_0005,stamp_00_00000_0020,stamp_00_00000_0022,stamp_03_03004_0007",1
300400103,3004,1,300400103,3004_1_3,Karin (DM),Karin: We've made arrangements for our next show.,Karin: We've made arrangements for our next show.,"stamp_00_00000_0007,stamp_00_00000_0020,stamp_00_00000_0027,stamp_00_00000_0081",1
300400104,3004,1,300400104,3004_1_4,Karin (DM),Karin is online,Karin is online,"stamp_00_00000_0007,stamp_00_00000_0008,stamp_00_00000_0014,stamp_00_00000_0020",1
300400105,3004,1,300400105,3004_1_5,Karin (DM),Karin is online,Karin is online,"stamp_00_00000_0005,stamp_00_00000_0011,stamp_00_00000_0025,stamp_00_00000_0046,stamp_00_00000_0048,stamp_00_00000_0052,stamp_00_00000_0057,stamp_00_00000_0060,stamp_00_00000_0081,stamp_03_03004_0007",1
300400106,3004,1,300400106,3004_1_6,Karin (DM),Karin is online,Karin is online,"stamp_00_00000_0014,stamp_00_00000_0020,stamp_00_00000_0029,stamp_00_00000_0071,stamp_00_00000_0079",1
300400107,3004,1,300400107,3004_1_7,Karin (DM),Karin sent an image,Karin sent an image,"stamp_00_00000_0014,stamp_00_00000_0015,stamp_00_00000_0020,stamp_00_00000_0048,stamp_00_00000_0054,stamp_00_00000_0079,stamp_00_00000_0084,stamp_00_00000_0088",1
300400108,3004,1,300400108,3004_1_8,Karin (DM),Karin is online,Karin is online,"stamp_00_00000_0020,stamp_00_00000_0037,stamp_00_00000_0095",1
300400109,3004,1,300400109,3004_1_9,Karin (DM),Karin is online,Karin is online,"stamp_00_00000_0014,stamp_00_00000_0019,stamp_00_00000_0020,stamp_00_00000_0052,stamp_00_00000_0079,stamp_00_00000_0081,stamp_00_00000_0088",1
300400110,3004,1,300400110,3004_1_10,Karin (DM),Karin: Hey there.,Karin: Hey there.,"stamp_00_00000_0007,stamp_00_00000_0088,stamp_00_00000_0089",1
300400111,3004,1,300400111,3004_1_11,Karin (DM),Karin is online,Karin is online,"stamp_00_00000_0016,stamp_00_00000_0028,stamp_00_00000_0029,stamp_00_00000_0061,stamp_00_00000_0085,stamp_00_00000_0091",1
300400112,3004,1,300400112,3004_1_12,Karin (DM),Karin is online,Karin is online,"stamp_00_00000_0002,stamp_00_00000_0008,stamp_00_00000_0012,stamp_00_00000_0028,stamp_00_00000_0081,stamp_00_00000_0090",1
300400113,3004,1,300400113,3004_1_13,Karin (DM),Karin: I'm free now.,Karin: I'm free now.,"stamp_00_00000_0020,stamp_00_00000_0021,stamp_00_00000_0040,stamp_00_00000_0041,stamp_00_00000_0081,stamp_03_03004_0007",1
300400114,3004,1,300400114,3004_1_14,Karin (DM),Karin is online,Karin is online,"stamp_00_00000_0009,stamp_00_00000_0017,stamp_00_00000_0020,stamp_00_00000_0036,stamp_00_00000_0045,stamp_00_00000_0053,stamp_00_00000_0079,stamp_00_00000_0089",1
300400115,3004,1,300400115,3004_1_15,Karin (DM),Karin is online,Karin is online,"stamp_00_00000_0007,stamp_00_00000_0017,stamp_00_00000_0057,stamp_00_00000_0060,stamp_00_00000_0079",1
300400201,3004,2,300400201,3004_2_1,Karin (Birthday 2023),Karin is online,Karin is online,"stamp_00_00000_0020,stamp_00_00000_0029,stamp_00_00000_0053,stamp_00_00000_0060,stamp_00_00000_0066,stamp_00_00000_0079,stamp_00_00000_0081,stamp_00_00000_0088,stamp_00_00000_0091",123062902
300400301,3004,3,300400301,3004_3_1,Karin (Birthday 2023),Karin: Happy birthday!,Karin: Happy birthday!,"stamp_00_00000_0001,stamp_00_00000_0020,stamp_00_00000_0054,stamp_00_00000_0076,stamp_00_00000_0081,stamp_00_00000_0084,stamp_00_00000_0088,stamp_00_00000_0094",1
300400401,3004,16,300400401,3004_16_1,Karin (New Year's 2024),Karin: Happy New Year,Karin: Happy New Year,"stamp_00_00000_0020,stamp_00_00000_0040,stamp_00_00000_0046,stamp_00_00000_0060,stamp_00_00000_0081,stamp_00_00000_0088,stamp_00_00000_0095",324010161
300400501,3004,17,300400501,3004_17_1,Karin Valentine 2024,Karin: Happy Valentine's Day!,Karin: Happy Valentine's Day!,"stamp_00_00000_0006,stamp_00_00000_0019,stamp_00_00000_0020,stamp_00_00000_0029,stamp_00_00000_0079",324021455
300400701,3004,7,300400701,3004_7_1,Karin (April 2023),Karin is online,Karin is online,"stamp_00_00000_0007,stamp_00_00000_0019,stamp_00_00000_0020,stamp_00_00000_0057,stamp_00_00000_0058,stamp_00_00000_0069,stamp_00_00000_0088",1
300400801,3004,8,300400801,3004_8_1,Karin (May 2023),Karin is online,Karin is online,"stamp_00_00000_0012,stamp_00_00000_0020,stamp_00_00000_0035,stamp_00_00000_0052,stamp_00_00000_0057,stamp_00_00000_0061",1
300400901,3004,9,300400901,3004_9_1,Karin (June 2023),Karin is online,Karin is online,"stamp_00_00000_0011,stamp_00_00000_0060,stamp_00_00000_0076,stamp_00_00000_0084,stamp_00_00000_0088",323060505
300401001,3004,10,300401001,3004_10_1,Karin (July 2023),Karin is online,Karin is online,"stamp_00_00000_0005,stamp_00_00000_0006,stamp_00_00000_0057,stamp_00_00000_0059,stamp_00_00000_0079",323072806
300401101,3004,11,300401101,3004_11_1,Karin (Summer Vacation 2023),Karin is online,Karin is online,"stamp_00_00000_0004,stamp_00_00000_0006,stamp_00_00000_0020,stamp_00_00000_0029,stamp_00_00000_0060,stamp_00_00000_0079,stamp_00_00000_0095",323082906
300401201,3004,12,300401201,3004_12_1,Karin (September 2023),Karin is online,Karin is online,"stamp_00_00000_0014,stamp_00_00000_0052,stamp_00_00000_0056,stamp_00_00000_0081,stamp_00_00000_0088,stamp_00_00000_0089,stamp_00_00000_0090",323090113
300401301,3004,13,300401301,3004_13_1,Karin (Halloween 2023),Karin: Happy Halloween!,Karin: Happy Halloween!,"stamp_00_00000_0011,stamp_00_00000_0013,stamp_00_00000_0020,stamp_00_00000_0028,stamp_00_00000_0054,stamp_00_00000_0079,stamp_00_00000_0081",323103153
300401401,3004,14,300401401,3004_14_1,Karin (November 2023),Karin is online,Karin is online,"stamp_00_00000_0015,stamp_00_00000_0052,stamp_00_00000_0092",323113004
300401501,3004,15,300401501,3004_15_1,Karin (Christmas 2023),Karin is online,Karin is online,"stamp_00_00000_0005,stamp_00_00000_0057,stamp_00_00000_0079,stamp_00_00000_0095",323122535
300401801,3004,18,300401801,3004_18_1,Karin (White Day 2024),Karin is online,Karin is online,"stamp_00_00000_0005,stamp_00_00000_0007,stamp_00_00000_0009,stamp_00_00000_0020,stamp_00_00000_0029,stamp_00_00000_0079,stamp_00_00000_0088",324031456
300500101,3005,1,300500101,3005_1_1,Ai (DM),Ai: Yoo-hoo! Ai Miyashita here!,Ai: Yoo-hoo! Ai Miyashita here!,"stamp_00_00000_0007,stamp_00_00000_0010,stamp_00_00000_0020,stamp_00_00000_0029,stamp_00_00000_0060,stamp_00_00000_0088,stamp_00_00000_0094",1
300500102,3005,1,300500102,3005_1_2,Ai (DM),Ai: Yoo-hoo!,Ai: Yoo-hoo!,"stamp_00_00000_0012,stamp_00_00000_0019,stamp_00_00000_0051",1
300500103,3005,1,300500103,3005_1_3,Ai (DM),Ai: Yoo-hoo!,Ai: Yoo-hoo!,"stamp_00_00000_0007,stamp_00_00000_0011,stamp_00_00000_0020,stamp_00_00000_0021,stamp_00_00000_0030,stamp_00_00000_0035,stamp_00_00000_0036,stamp_00_00000_0048,stamp_00_00000_0050,stamp_00_00000_0052,stamp_00_00000_0066,stamp_00_00000_0081,stamp_00_00000_0087,stamp_03_03005_0006",1
300500104,3005,1,300500104,3005_1_4,Ai (DM),Ai: Ay yi yi!,Ai: Ay yi yi!,"stamp_00_00000_0014,stamp_00_00000_0020,stamp_00_00000_0060,stamp_00_00000_0077",1
300500105,3005,1,300500105,3005_1_5,Ai (DM),Ai is online,Ai is online,"stamp_00_00000_0012,stamp_00_00000_0014,stamp_00_00000_0025",1
300500106,3005,1,300500106,3005_1_6,Ai (DM),Ai: You gotta hear this!,Ai: You gotta hear this!,"stamp_00_00000_0011,stamp_00_00000_0028,stamp_00_00000_0057,stamp_00_00000_0081,stamp_00_00000_0087",1
300500107,3005,1,300500107,3005_1_7,Ai (DM),Ai: Yoo-hoo!,Ai: Yoo-hoo!,"stamp_00_00000_0029,stamp_03_03005_0006",1
300500108,3005,1,300500108,3005_1_8,Ai (DM),Ai is online,Ai is online,"stamp_00_00000_0008,stamp_00_00000_0076,stamp_00_00000_0081,stamp_00_00000_0084,stamp_00_00000_0090",1
300500109,3005,1,300500109,3005_1_9,Ai (DM),Ai: I emailed my answers to your questions this morning. You get 'em?,Ai: I emailed my answers to your questions this morning. You get 'em?,"stamp_00_00000_0007,stamp_00_00000_0012,stamp_00_00000_0036,stamp_00_00000_0060,stamp_00_00000_0077,stamp_00_00000_0081",1
300500110,3005,1,300500110,3005_1_10,Ai (DM),Ai: You gotta hear this!,Ai: You gotta hear this!,"stamp_00_00000_0033,stamp_00_00000_0054,stamp_00_00000_0060,stamp_00_00000_0088",1
300500111,3005,1,300500111,3005_1_11,Ai (DM),Ai is online,Ai is online,"stamp_00_00000_0007,stamp_00_00000_0012,stamp_00_00000_0020,stamp_00_00000_0035,stamp_00_00000_0059",1
300500112,3005,1,300500112,3005_1_12,Ai (DM),Ai is online,Ai is online,"stamp_00_00000_0019,stamp_00_00000_0054,stamp_00_00000_0060,stamp_00_00000_0094",1
300500113,3005,1,300500113,3005_1_13,Ai (DM),Ai is online,Ai is online,"stamp_00_00000_0004,stamp_00_00000_0029,stamp_00_00000_0041,stamp_00_00000_0081,stamp_00_00000_0085",1
300500114,3005,1,300500114,3005_1_14,Ai (DM),Ai: Lemme lend a hand or two!,Ai: Lemme lend a hand or two!,"stamp_00_00000_0011,stamp_00_00000_0014,stamp_00_00000_0015,stamp_00_00000_0028,stamp_00_00000_0030,stamp_00_00000_0036,stamp_00_00000_0050,stamp_00_00000_0053,stamp_00_00000_0077,stamp_00_00000_0081,stamp_00_00000_0089,stamp_00_00000_0091",1
300500115,3005,1,300500115,3005_1_15,Ai (DM),Ai is online,Ai is online,"stamp_00_00000_0007,stamp_00_00000_0011,stamp_00_00000_0049,stamp_00_00000_0052,stamp_00_00000_0060",1
300500201,3005,2,300500201,3005_2_1,Ai (Birthday 2023),Ai is online,Ai is online,"stamp_00_00000_0002,stamp_00_00000_0007,stamp_00_00000_0019,stamp_00_00000_0029,stamp_00_00000_0036,stamp_00_00000_0037,stamp_00_00000_0046,stamp_00_00000_0054,stamp_00_00000_0060,stamp_00_00000_0081",123053002
300500301,3005,3,300500301,3005_3_1,Ai (Birthday 2023),Ai sent a sticker,Ai sent a sticker,"stamp_00_00000_0009,stamp_00_00000_0021,stamp_00_00000_0030,stamp_00_00000_0034,stamp_00_00000_0035,stamp_00_00000_0036,stamp_00_00000_0046,stamp_00_00000_0052,stamp_00_00000_0060,stamp_00_00000_0081,stamp_03_03005_0006",1
300500401,3005,16,300500401,3005_16_1,Ai (New Year's 2024),"Ai: Hey, Happy New Year!","Ai: Hey, Happy New Year!","stamp_00_00000_0005,stamp_00_00000_0007,stamp_00_00000_0009,stamp_00_00000_0020,stamp_00_00000_0056,stamp_00_00000_0088,stamp_00_00000_0094",324010162
300500501,3005,17,300500501,3005_17_1,Ai Valentine 2024,Ai: Happy Valentine's Day!,Ai: Happy Valentine's!,"stamp_00_00000_0011,stamp_00_00000_0014,stamp_00_00000_0020,stamp_00_00000_0029,stamp_00_00000_0038",324021456
300500701,3005,7,300500701,3005_7_1,Ai (April 2023),Ai is online,Ai is online,"stamp_00_00000_0019,stamp_00_00000_0020,stamp_00_00000_0036,stamp_00_00000_0057,stamp_00_00000_0081,stamp_00_00000_0094",1
300500801,3005,8,300500801,3005_8_1,Ai (May 2023),Ai: FINALLY! The big break is here!,Ai: FINALLY! The big break is here!,"stamp_00_00000_0005,stamp_00_00000_0007,stamp_00_00000_0015,stamp_00_00000_0035,stamp_00_00000_0060,stamp_00_00000_0076,stamp_00_00000_0081,stamp_00_00000_0088",1
300500901,3005,9,300500901,3005_9_1,Ai (June 2023),Ai: I bought the most adorable umbrella!,Ai: I bought the most adorable umbrella!,"stamp_00_00000_0005,stamp_00_00000_0035,stamp_00_00000_0058,stamp_00_00000_0060,stamp_00_00000_0088,stamp_00_00000_0089,stamp_00_00000_0091",323060902
300501001,3005,10,300501001,3005_10_1,Ai (July 2023),Ai: Summer! Yay!!!,Ai: Summer! Yay!!!,"stamp_00_00000_0009,stamp_00_00000_0014,stamp_00_00000_0020,stamp_00_00000_0060,stamp_00_00000_0069,stamp_00_00000_0079,stamp_00_00000_0081,stamp_00_00000_0088",323072009
300501101,3005,11,300501101,3005_11_1,Ai (Summer Vacation 2023),"Ai: Hey, are you like, completely fine with haunted houses and stuff?","Ai: Hey, are you like, completely fine with haunted houses and stuff?","stamp_00_00000_0022,stamp_00_00000_0026,stamp_00_00000_0034,stamp_00_00000_0050,stamp_00_00000_0054,stamp_00_00000_0081,stamp_00_00000_0092",323081004
300501201,3005,12,300501201,3005_12_1,Ai (September 2023),Ai is online,Ai is online,"stamp_00_00000_0052,stamp_00_00000_0081,stamp_00_00000_0088",323090114
300501301,3005,13,300501301,3005_13_1,Ai (Halloween 2023),Ai: Happy Halloween!!!,Ai: Happy Halloween!!!,"stamp_00_00000_0021,stamp_00_00000_0022,stamp_00_00000_0052,stamp_00_00000_0081",323103154
300501401,3005,14,300501401,3005_14_1,Ai (November 2023),Ai: Want to come see me practice?,Ai: Want to come see me practice?,"stamp_00_00000_0012,stamp_00_00000_0035,stamp_00_00000_0037,stamp_00_00000_0050,stamp_00_00000_0052,stamp_00_00000_0090,stamp_00_00000_0095",323112204
300501501,3005,15,300501501,3005_15_1,Ai (Christmas 2023),Ai: Merry Xmas!,Ai: Merry Xmas!,"stamp_00_00000_0004,stamp_00_00000_0058,stamp_00_00000_0079,stamp_00_00000_0092",323122536
300501801,3005,18,300501801,3005_18_1,Ai (White Day 2024),Ai is online,Ai is online,"stamp_00_00000_0012,stamp_00_00000_0030,stamp_00_00000_0052,stamp_00_00000_0053,stamp_00_00000_0056,stamp_00_00000_0060,stamp_00_00000_0076,stamp_00_00000_0081",324031457
300600101,3006,1,300600101,3006_1_1,Kanata (DM),Kanata is online,Kanata is online,"stamp_00_00000_0010,stamp_00_00000_0037,stamp_00_00000_0052,stamp_00_00000_0053,stamp_00_00000_0056,stamp_00_00000_0057,stamp_00_00000_0079,stamp_00_00000_0081,stamp_00_00000_0088,stamp_00_00000_0092,stamp_00_00000_0095",1
300600102,3006,1,300600102,3006_1_2,Kanata (DM),Kanata is online,Kanata is online,"stamp_00_00000_0006,stamp_00_00000_0009,stamp_00_00000_0030,stamp_00_00000_0049,stamp_00_00000_0081,stamp_00_00000_0093",1
300600103,3006,1,300600103,3006_1_3,Kanata (DM),Kanata: I'm so sorry!!!,Kanata: I'm so sorry!!!,"stamp_00_00000_0001,stamp_00_00000_0003,stamp_00_00000_0006,stamp_00_00000_0017,stamp_00_00000_0037,stamp_00_00000_0059,stamp_00_00000_0080,stamp_00_00000_0081,stamp_00_00000_0094",1
300600104,3006,1,300600104,3006_1_4,Kanata (DM),Kanata is online,Kanata is online,"stamp_00_00000_0004,stamp_00_00000_0010,stamp_00_00000_0037,stamp_00_00000_0052,stamp_00_00000_0057,stamp_00_00000_0065,stamp_00_00000_0077,stamp_00_00000_0089",1
300600105,3006,1,300600105,3006_1_5,Kanata (DM),"Kanata: Wakey-wakey! It's me, Kanata!","Kanata: Wakey-wakey! It's me, Kanata!","stamp_00_00000_0006,stamp_00_00000_0010,stamp_00_00000_0013,stamp_00_00000_0036,stamp_00_00000_0061,stamp_00_00000_0079,stamp_00_00000_0081,stamp_00_00000_0085",1
300600106,3006,1,300600106,3006_1_6,Kanata (DM),Kanata is online,Kanata is online,"stamp_00_00000_0006,stamp_00_00000_0007,stamp_00_00000_0014,stamp_00_00000_0021,stamp_00_00000_0038,stamp_00_00000_0046,stamp_00_00000_0054,stamp_00_00000_0084,stamp_00_00000_0088",1
300600107,3006,1,300600107,3006_1_7,Kanata (DM),Kanata: Kanata here with some hot new info!,Kanata: Kanata here with some hot new info!,"stamp_00_00000_0009,stamp_00_00000_0013,stamp_00_00000_0019,stamp_00_00000_0036,stamp_00_00000_0038,stamp_00_00000_0039,stamp_00_00000_0040,stamp_00_00000_0049,stamp_00_00000_0051,stamp_00_00000_0088,stamp_03_03006_0002",1
300600108,3006,1,300600108,3006_1_8,Kanata (DM),Kanata is online,Kanata is online,"stamp_00_00000_0004,stamp_00_00000_0005,stamp_00_00000_0015,stamp_00_00000_0017,stamp_00_00000_0040,stamp_00_00000_0041,stamp_00_00000_0046,stamp_00_00000_0057,stamp_00_00000_0073,stamp_00_00000_0088",1
300600109,3006,1,300600109,3006_1_9,Kanata (DM),Kanata: I'm totally freaking out!,Kanata: I'm totally freaking out!,"stamp_00_00000_0001,stamp_00_00000_0026,stamp_00_00000_0083,stamp_00_00000_0085",1
300600110,3006,1,300600110,3006_1_10,Kanata (DM),Kanata is online,Kanata is online,"stamp_00_00000_0010,stamp_00_00000_0017,stamp_00_00000_0029,stamp_00_00000_0078,stamp_00_00000_0081,stamp_00_00000_0082,stamp_00_00000_0088",1
300600111,3006,1,300600111,3006_1_11,Kanata (DM),Kanata is online,Kanata is online,"stamp_00_00000_0006,stamp_00_00000_0011,stamp_00_00000_0037,stamp_00_00000_0059,stamp_00_00000_0060,stamp_00_00000_0065,stamp_00_00000_0081,stamp_00_00000_0084",1
300600112,3006,1,300600112,3006_1_12,Kanata (DM),Kanata: Wakey wakey!,Kanata: Wakey wakey!,"stamp_00_00000_0010,stamp_00_00000_0050,stamp_00_00000_0081,stamp_00_00000_0088,stamp_00_00000_0093,stamp_03_03006_0002",1
300600113,3006,1,300600113,3006_1_13,Kanata (DM),Kanata: I read your article about me!!!,Kanata: I read your article about me!!!,"stamp_00_00000_0009,stamp_00_00000_0021,stamp_00_00000_0036,stamp_00_00000_0081,stamp_00_00000_0088",1
300600114,3006,1,300600114,3006_1_14,Kanata (DM),Kanata: It's Kanata!,Kanata: It's Kanata!,"stamp_00_00000_0020,stamp_00_00000_0050,stamp_00_00000_0053,stamp_00_00000_0056,stamp_00_00000_0079,stamp_03_03006_0002",1
300600115,3006,1,300600115,3006_1_15,Kanata (DM),Kanata is online,Kanata is online,"stamp_00_00000_0012,stamp_00_00000_0028,stamp_00_00000_0077,stamp_00_00000_0078,stamp_00_00000_0084,stamp_00_00000_0088,stamp_00_00000_0092,stamp_00_00000_0095",1
300600201,3006,2,300600201,3006_2_1,Kanata: (Birthday 2023),Kanata is online,Kanata is online,"stamp_00_00000_0005,stamp_00_00000_0029,stamp_00_00000_0037,stamp_00_00000_0046,stamp_00_00000_0052,stamp_00_00000_0057,stamp_00_00000_0060,stamp_00_00000_0077,stamp_00_00000_0079,stamp_00_00000_0088,stamp_00_00000_0094",123121602
300600301,3006,3,300600301,3006_3_1,Kanata (Birthday 2023),Kanata: Haaappy birthdaaay!,Kanata: Haaappy birthdaaay!,"stamp_00_00000_0001,stamp_00_00000_0012,stamp_00_00000_0020,stamp_00_00000_0023,stamp_00_00000_0036,stamp_00_00000_0037,stamp_00_00000_0050,stamp_00_00000_0053,stamp_00_00000_0054,stamp_00_00000_0056,stamp_00_00000_0060,stamp_00_00000_0061,stamp_00_00000_0084,stamp_00_00000_0088",1
300600401,3006,16,300600401,3006_16_1,Kanata (New Year's 2024),Kanata: Happy New Year!,Kanata: Happy New Year!,"stamp_00_00000_0004,stamp_00_00000_0010,stamp_00_00000_0052,stamp_00_00000_0053,stamp_00_00000_0065,stamp_00_00000_0079,stamp_00_00000_0088",324010163
300600501,3006,17,300600501,3006_17_1,Kanata Valentine 2024,Kanata: Today is Valentine's Day!,Kanata: Today is Valentine's Dayyy~!,"stamp_00_00000_0021,stamp_00_00000_0029,stamp_00_00000_0037,stamp_00_00000_0054,stamp_00_00000_0057,stamp_00_00000_0060,stamp_00_00000_0079,stamp_00_00000_0081,stamp_00_00000_0083,stamp_00_00000_0088",324021457
300600701,3006,7,300600701,3006_7_1,Kanata (April 2023),Kanata is online,Kanata is online,"stamp_00_00000_0020,stamp_00_00000_0054,stamp_00_00000_0056,stamp_00_00000_0059,stamp_00_00000_0081,stamp_00_00000_0084,stamp_00_00000_0088,stamp_00_00000_0092,stamp_00_00000_0094",1
300600801,3006,8,300600801,3006_8_1,Kanata (May 2023),Kanata is online,Kanata is online,"stamp_00_00000_0004,stamp_00_00000_0010,stamp_00_00000_0036,stamp_00_00000_0052,stamp_00_00000_0053,stamp_00_00000_0056,stamp_00_00000_0060",1
300600901,3006,9,300600901,3006_9_1,Kanata (June 2023),Kanata is online,Kanata is online,"stamp_00_00000_0052,stamp_00_00000_0057,stamp_00_00000_0059,stamp_00_00000_0060,stamp_00_00000_0065,stamp_00_00000_0077",323061103
300601001,3006,10,300601001,3006_10_1,Kanata (July 2023),"Kanata: So hey,","Kanata: So hey,","stamp_00_00000_0016,stamp_00_00000_0061,stamp_00_00000_0073,stamp_00_00000_0088,stamp_00_00000_0091,stamp_00_00000_0095",323072111
300601101,3006,11,300601101,3006_11_1,Kanata (Summer Vacation 2023),Kanata: 'cuse me! Question!,Kanata: 'cuse me! Question!,"stamp_00_00000_0020,stamp_00_00000_0054,stamp_00_00000_0057,stamp_00_00000_0060,stamp_00_00000_0061,stamp_00_00000_0088",323082604
300601201,3006,12,300601201,3006_12_1,Kanata (September 2023),Kanata is online,Kanata is online,"stamp_00_00000_0044,stamp_00_00000_0056,stamp_00_00000_0065,stamp_00_00000_0068,stamp_00_00000_0076",323091503
300601301,3006,13,300601301,3006_13_1,Kanata (Halloween 2023),Kanata: Sleeepy Halloweeen!,Kanata: Sleeepy Halloweeen!,"stamp_00_00000_0004,stamp_00_00000_0011,stamp_00_00000_0013,stamp_00_00000_0036,stamp_00_00000_0056,stamp_00_00000_0081",323103155
300601401,3006,14,300601401,3006_14_1,Kanata (November 2023),Kanata: It's perfect weather!,Kanata: It's perfect weather!,"stamp_00_00000_0004,stamp_00_00000_0010,stamp_00_00000_0045,stamp_00_00000_0048,stamp_00_00000_0054,stamp_00_00000_0087",323112804
300601501,3006,15,300601501,3006_15_1,Kanata (Christmas 2023),Kanata: Merry Xmas!,Kanata: Merry Xmas!,"stamp_00_00000_0021,stamp_00_00000_0038,stamp_00_00000_0065,stamp_00_00000_0096",323122537
300601801,3006,18,300601801,3006_18_1,Kanata (White Day 2024),Kanata is online,Kanata is online,"stamp_00_00000_0015,stamp_00_00000_0020,stamp_00_00000_0058,stamp_00_00000_0060,stamp_00_00000_0088",324031458
300700101,3007,1,300700101,3007_1_1,Setsuna (DM),Setsuna is online,Setsuna is online,"stamp_00_00000_0005,stamp_00_00000_0009,stamp_00_00000_0052,stamp_00_00000_0053,stamp_00_00000_0095",1
300700102,3007,1,300700102,3007_1_2,Setsuna (DM),Setsuna: Hello!,Setsuna: Hello!,"stamp_00_00000_0059,stamp_00_00000_0061,stamp_00_00000_0091",1
300700103,3007,1,300700103,3007_1_3,Setsuna (DM),Setsuna: Hello!,Setsuna: Hello!,"stamp_00_00000_0009,stamp_00_00000_0010,stamp_00_00000_0024,stamp_00_00000_0036,stamp_00_00000_0081",1
300700104,3007,1,300700104,3007_1_4,Setsuna (DM),Setsuna is online,Setsuna is online,"stamp_00_00000_0007,stamp_00_00000_0011,stamp_00_00000_0029,stamp_00_00000_0046,stamp_00_00000_0048,stamp_00_00000_0052,stamp_00_00000_0081,stamp_00_00000_0090",1
