_id,_name,_detailText,_trigger,_triggerValue,_probability,_effectiveMilliSecs,_subTarget,_targetGroupId,_targetSchoolGrade,_effectType,_effectiveValues,_nameEn,_detailTextEn,_masterReleaseLabelId
100030114,波に揺られて,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,21/21/21/21/21/21/21/21/21,26000/30000/34000/38000/42000/46000/50000/54000/54000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,43/68/92/116/140/164/188/212/234,Like a Rippling Wave,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100040114,秘密のポイント,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,23/23/23/23/23/23/23/23/23,33000/37000/41000/45000/49000/53000/57000/61000/61000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,36/61/86/112/137/162/188/213/234,A Secret Detail,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100050115,跳んで弾んで,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,25/25/25/25/25/25/25/25/25,31000/35000/39000/43000/47000/51000/55000/59000/59000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,42/70/98/127/155/183/212/240/264,"Hopping, Bouncing","For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100060116,ポーズを決めて,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,22/22/22/22/22/22/22/22/22,31000/34000/37000/40000/43000/46000/49000/52000/52000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,36/64/91/119/146/174/201/229/252,Choosing a Pose,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100070113,星の導きを,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,24/24/24/24/24/24/24/24/24,32000/38000/44000/50000/56000/62000/68000/74000/74000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,38/58/78/98/117/137/157/176/194,Led by the Stars,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100080114,お気に入りポイント,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,29/29/29/29/29/29/29/29/29,36000/41000/46000/51000/56000/61000/66000/71000/71000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,42/69/96/123/150/177/204/231/254,Favorite Part,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100090119,熱意を聞かせて,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,27/27/27/27/27/27/27/27/27,35000/39000/43000/47000/51000/55000/59000/63000/63000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,39/67/94/122/149/177/204/232/256,Hearing Your Passion,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100070114,充電満タン♪,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,28/28/28/28/28,41000/44000/47000/50000/53000,,0,0,0,6,3/3/3/4/4,Fully Charged,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
100080115,お手柔らかに,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,23/23/23/23/23,24000/28000/32000/36000/40000,3000/3000/3000/3000/3000,0,0,0,4,38/40/43/45/47,Go Easy on Us,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100020115,景色を眺めて,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,27/27/27/27/27/27/27/27/27,32000/38000/44000/50000/56000/62000/68000/74000/74000,5500/6000/6500/7000/7500/8000/8500/9000/9700,0,0,0,5,2/2/2/2/2/2/2/2/2,Gazing at the View,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
140250007,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110030074,油断禁物♪,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,20/20/20/20/20,40000/43000/46000/49000/52000,3000/3000/3000/3000/3000,0,0,0,4,25/28/31/35/38,Stay on Guard!,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110060078,夕月の堕天,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,26/26/26/26/26,41000/44000/47000/50000/53000,3500/4000/4500/5000/5500,0,0,0,5,2/2/2/2/2,Moonlit Descent,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
110090076,一緒に夜プール,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,28/28/28/28/28,36000/42000/48000/54000/60000,4500/5000/5500/6000/6500,0,0,0,5,2/2/2/2/2,Night Swim Together,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
110020076,人魚姫を見つけて,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,19/19/19/19/19/19/19/19/19,21000/27000/33000/39000/45000/51000/57000/63000/63000,,0,0,0,6,5/5/6/6/7/7/8/8/9,Looking for Mermaids,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
110010079,隠し味はみかん,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,20/20/20/20/20/20/20/20/20,32000/35000/38000/41000/44000/47000/50000/53000/53000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,32/58/84/110/136/161/187/213/234,Just a Hint of Mikan,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110020077,熱々を召し上がれ,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,18/18/18/18/18/18/18/18/18,22000/25000/28000/31000/34000/37000/40000/43000/43000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,43/71/98/126/154/182/209/237/261,Piping Hot Treat,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110030075,温めてあげる,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,27/27/27/27/27/27/27/27/27,35000/40000/45000/50000/55000/60000/65000/70000/70000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,42/66/90/114/138/162/187/211/232,Keeping You Warm,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110040076,木霊に耳を澄ませて,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,24/24/24/24/24/24/24/24/24,33000/38000/43000/48000/53000/58000/63000/68000/68000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,37/59/82/104/126/148/171/193/212,Listen to the Echoes,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110050081,特別な飲み物,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,30/30/30/30/30/30/30/30/30,40000/44000/48000/52000/56000/60000/64000/68000/68000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,41/69/98/126/155/184/212/241/265,Special Drink,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110060079,ヨハネの防御結界,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,27/27/27/27/27/27/27/27/27,30000/34000/38000/42000/46000/50000/54000/58000/58000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,47/78/108/139/170/201/232/262/289,Yohane's Barrier,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110070077,ミラクルカード,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,21/21/21/21/21/21/21/21/21,26000/30000/34000/38000/42000/46000/50000/54000/54000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,41/65/89/114/138/162/186/210/232,Miracle Card Game,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110080077,シャイニープラン,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,23/23/23/23/23/23/23/23/23,32000/36000/40000/44000/48000/52000/56000/60000/60000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,38/62/87/111/136/160/185/209/230,My Shiny Plan,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110090077,手を繋いで,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,23/23/23/23/23/23/23/23/23,28000/32000/36000/40000/44000/48000/52000/56000/56000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,42/68/94/119/145/171/197/223/246,Holding Hands,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
140120007,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110030076,無限のチャンス,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間PERFECT時のスコアが{3}増える,3,32/32/32/32/32,29000/32000/35000/38000/41000,3500/3500/3500/3500/3500,1,0,0,4,100/110/120/130/140,Infinite Chances,"For every {0} PERFECTs, there's a {1}% chance<br>your PERFECT score increases by {3} for {2} sec.",1
110060080,グランドスター,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,27/27/27/27/27,52000/55000/58000/61000/64000,2500/3000/3500/4000/4500,0,0,0,5,2/2/2/2/2,Grand Star,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
100090120,ニコニーのお土産,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,23/23/23/23/23,34000/39000/44000/49000/54000,3000/3000/3000/3000/3000,0,0,0,4,33/36/38/40/42,Nico's Presents,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100030115,ことり、参戦♪,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,25/25/25/25/25,32000/37000/42000/47000/52000,4500/5000/5500/6000/6500,0,0,0,5,2/2/2/2/2,Time to Join In,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
140490007,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110010080,小悪魔レッスン,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,27/27/27/27/27,39000/42000/45000/48000/51000,,0,0,0,6,3/3/3/4/4,Little Devil Lessons,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
110030077,あなたと一緒に,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,24/24/24/24/24,25000/29000/33000/37000/41000,3000/3000/3000/3000/3000,0,0,0,4,45/47/50/53/55,Together with You,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110090078,小悪魔ルビィ,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,18/18/18/18/18,35000/39000/43000/47000/51000,3000/3000/3000/3000/3000,0,0,0,4,26/28/31/33/36,Little Devil Ruby,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110080078,まもなくショータイム,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,29/29/29/29/29,33000/39000/45000/51000/57000,5000/5500/6000/6500/7000,0,0,0,5,2/2/2/2/2,It's Almost Showtime,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
110060081,堕天使コーディネート,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,21/21/21/21/21/21/21/21/21,20000/25000/30000/35000/40000/45000/50000/55000/55000,,0,0,0,6,6/6/7/7/8/8/9/9/10,Fallen Angel Styling,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
140380007,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100010120,カッコイイへの挑戦,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間対象の部員とパラメータがシンクロする,1,22/22/22/22/22,35000/40000/45000/50000/55000,2500/3000/3500/4000/4500,0,101,0,9,1/1/1/1/1,Trying to Be Cool,"For every {0} Rhythm Icons, there's a {1}% chance<br>your stats sync with a matching member's for {2} sec.",1
100080116,ホールドアップ！,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,25/25/25/25/25,34000/38000/42000/46000/50000,3000/3000/3000/3000/3000,0,0,0,4,31/34/37/40/43,Put 'Em Up!,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100050116,凛は隊長♪,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,20/20/20/20/20,39000/41000/43000/45000/47000,3000/3500/4000/4500/5000,0,0,0,5,2/2/2/2/2,Captain Rin,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
100040115,山頂アタック,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,26/26/26/26/26/26/26/26/26,32000/37000/42000/47000/52000/57000/62000/67000/67000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,44/68/92/116/139/163/187/211/232,Summit Challenge,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100030116,今日の主役は？,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,23/23/23/23/23/23/23/23/23,28000/33000/38000/43000/48000/53000/58000/63000/63000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,44/68/91/115/138/162/186/209/230,Who's the Star?,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
140530007,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110020078,一緒にしたいこと,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,30/30/30/30/30,33000/36000/39000/42000/45000,,0,0,0,6,4/4/4/5/5,Hanging Out Together,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
110050082,アイディアがいっぱい,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,32/32/32/32/32,44000/48000/52000/56000/60000,4000/4500/5000/5500/6000,0,0,0,5,2/2/2/2/2,Full of Ideas,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
110040077,準備は入念に,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,30/30/30/30/30,44000/48000/52000/56000/60000,3000/3000/3000/3000/3000,0,0,0,4,43/58/73/88/103,Careful Preparations,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110070078,マルの冒険,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,20/20/20/20/20/20/20/20/20,42000/47000/52000/57000/62000/67000/72000/77000/77000,3000/3500/4000/4500/5000/5500/6000/6500/7000,0,0,0,5,2/2/2/2/2/2/2/2/2,Hanamaru's Adventure,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
110020079,特別なステージ♪,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,29/29/29/29/29/29/29/29/29,33000/38000/43000/48000/53000/58000/63000/68000/68000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,46/73/100/127/154/181/208/235/258,A Special Stage!,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110090079,サプライズは突然に,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,23/23/23/23/23/23/23/23/23,26000/31000/36000/41000/46000/51000/56000/61000/61000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,46/69/92/116/139/162/185/208/229,Sudden Surprise,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110010081,チカッチワールド,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,29/29/29/29/29,42000/44000/46000/48000/50000,,0,0,0,6,3/3/4/4/5,Chika's World,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
110020080,彩りのメロディ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,21/21/21/21/21,46000/48000/50000/52000/54000,2500/3000/3500/4000/4500,0,0,0,5,2/2/2/2/2,Embellished Melody,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
110030078,みんなを支える力,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,24/24/24/24/24,29000/32000/35000/38000/41000,4500/5000/5500/6000/6500,0,0,0,5,2/2/2/2/2,The Power to Support,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
110040078,サンシャインを感じて,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,24/24/24/24/24,34000/36000/38000/40000/42000,,0,0,0,6,3/3/4/4/5,Feel the Sunshine,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
110050083,空への出航,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,23/23/23/23/23,30000/33000/36000/39000/42000,3000/3000/3000/3000/3000,0,0,0,4,30/34/37/40/44,Voyage in the Sky,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110060082,純血と漆黒の契約,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,25/25/25/25/25,30000/32000/34000/36000/38000,3000/3000/3000/3000/3000,0,0,0,4,41/47/53/59/64,Pure and Dark's Pact,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110070079,あなたと冒険,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,28/28/28/28/28,33000/37000/41000/45000/49000,4500/5000/5500/6000/6500,0,0,0,5,2/2/2/2/2,Adventuring Together,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
110080079,マリーのアンブレラ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,21/21/21/21/21,31000/34000/37000/40000/43000,3000/3000/3000/3000/3000,0,0,0,4,31/35/39/43/46,Mari's Umbrella,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110090080,太陽さんへの祈り,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,21/21/21/21/21,22000/24000/26000/28000/30000,,0,0,0,6,4/4/5/5/6,Prayer to the Sun,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
110060083,共鳴する魂,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,24/24/24/24/24/24/24/24/24,28000/31000/34000/37000/40000/43000/46000/49000/49000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,27/29/32/34/37/39/42/44/49,Resonating Souls,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100010121,いざ、出発♪,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,23/23/23/23/23,39000/42000/45000/48000/51000,3000/3000/3000/3000/3000,0,0,0,4,24/27/30/34/37,Time to Depart,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100060117,宝探しの秘密,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,29/29/29/29/29,34000/38000/42000/46000/50000,,0,0,0,6,4/4/5/5/6,Secret Treasure Hunt,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
140130007,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110010082,特製焼きみかん,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,25/25/25/25/25,27000/30000/33000/36000/39000,,0,0,0,6,4/4/4/5/5,Grilled Mikans,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
110050084,収穫日和♪,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,24/24/24/24/24,33000/36000/39000/42000/45000,4000/4500/5000/5500/6000,0,0,0,5,2/2/2/2/2,Harvest Weather,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
110070080,実りに感謝,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,30/30/30/30/30,40000/44000/48000/52000/56000,3000/3000/3000/3000/3000,0,0,0,4,35/39/43/46/50,Harvest Gratitude,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110030079,ちょっと一工夫,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,27/27/27/27/27,31000/37000/43000/49000/55000,5000/5500/6000/6500/7000,0,0,0,5,2/2/2/2/2,A Clever Trick,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
110080080,マリーのスペシャル,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,26/26/26/26/26/26/26/26/26,41000/45000/49000/53000/57000/61000/65000/69000/69000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,33/58/84/109/134/159/185/210/231,Mari's Special Idea,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
140020007,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100070115,イタズラタイム！,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,22/22/22/22/22,25000/28000/31000/34000/37000,3000/3000/3000/3000/3000,0,0,0,4,38/41/45/48/51,Time for Tricks!,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100090121,スイートハロウィン,ピュアPがアップする,1,32/32/32/32/32,19000/21000/23000/25000/27000,,0,0,0,2,27/28/28/28/28,Sweet Halloween,Raises Pure Points.,1
100020116,キミにはお見通し？,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,27/27/27/27/27,37000/39000/41000/43000/45000,3000/3000/3000/3000/3000,0,0,0,4,29/34/39/44/49,See Right Through Me,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100060118,ノートを見せて,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,30/30/30/30/30,44000/47000/50000/53000/56000,,0,0,0,6,3/3/3/4/4,Show Me Your Notes,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
100010122,夜食のパンタイム,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,24/24/24/24/24/24/24/24/24,28000/34000/40000/46000/52000/58000/64000/70000/70000,,0,0,0,6,5/5/6/6/7/7/8/8/9,Late-Night Snacks,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
140340007,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110040079,苦手を克服？,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,27/27/27/27/27,29000/32000/35000/38000/41000,,0,0,0,6,4/4/4/5/5,Overcoming a Dislike,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
