_id,_name,_nameRuby,_detailText,_category,_schoolGrade,_charaCategory,_masterGroupId,_spriteName,_displayOrder,_height,_bloodType,_birsday,_voiceActor,_imageColor,_imageColorDark,_nameRichtextGacha,_nameEn,_nameRubyEn,_detailTextEn,_bloodTypeEn,_birsdayEn,_voiceActorEn,_nameRichtextGachaEn,_masterReleaseLabelId
5115,山岸風花,風花,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5115,5115,,,？月？日,,888888,888888,山岸風花,Fuuka Yamagishi,Fuuka Yamagishi,Imported from School Idol Festival (2013).,,？月？日,,Fuuka Yamagishi,1
5116,アイギス,アイギス,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5116,5116,,,？月？日,,888888,888888,アイギス,Aegis,Aegis,Imported from School Idol Festival (2013).,,？月？日,,Aegis,1
5117,汐見琴音,琴音,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5117,5117,,,？月？日,,888888,888888,汐見琴音,Kotone Shiomi,Kotone Shiomi,Imported from School Idol Festival (2013).,,？月？日,,Kotone Shiomi,1
5118,里中千枝,千枝,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5118,5118,,,？月？日,,888888,888888,里中千枝,Chie Satonaka,Chie Satonaka,Imported from School Idol Festival (2013).,,？月？日,,Chie Satonaka,1
5119,天城雪子,雪子,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5119,5119,,,？月？日,,888888,888888,天城雪子,Yukiko Amagi,Yukiko Amagi,Imported from School Idol Festival (2013).,,？月？日,,Yukiko Amagi,1
5120,久慈川りせ,りせ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5120,5120,,,？月？日,,888888,888888,久慈川りせ,Rise Kujikawa,Rise Kujikawa,Imported from School Idol Festival (2013).,,？月？日,,Rise Kujikawa,1
5121,白鐘直斗,直斗,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5121,5121,,,？月？日,,888888,888888,白鐘直斗,Naoto Shirogane,Naoto Shirogane,Imported from School Idol Festival (2013).,,？月？日,,Naoto Shirogane,1
5122,マリー,マリー,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5122,5122,,,？月？日,,888888,888888,マリー,Marie,Marie,Imported from School Idol Festival (2013).,,？月？日,,Marie,1
5123,パンサー,パンサー,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5123,5123,,,？月？日,,888888,888888,パンサー,Panther,Panther,Imported from School Idol Festival (2013).,,？月？日,,Panther,1
5124,クイーン,クイーン,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5124,5124,,,？月？日,,888888,888888,クイーン,Queen,Queen,Imported from School Idol Festival (2013).,,？月？日,,Queen,1
5125,ナビ,ナビ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5125,5125,,,？月？日,,888888,888888,ナビ,Oracle,Oracle,Imported from School Idol Festival (2013).,,？月？日,,Oracle,1
5126,ノワール,ノワール,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5126,5126,,,？月？日,,888888,888888,ノワール,Noir,Noir,Imported from School Idol Festival (2013).,,？月？日,,Noir,1
5127,ヴァイオレット,ヴァイオレット,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5127,5127,,,？月？日,,888888,888888,ヴァイオレット,Violet,Violet,Imported from School Idol Festival (2013).,,？月？日,,Violet,1
5128,エリザベス,エリザベス,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5128,5128,,,？月？日,,888888,888888,エリザベス,Elizabeth,Elizabeth,Imported from School Idol Festival (2013).,,？月？日,,Elizabeth,1
5129,カレン,カレン,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5129,5129,,,？月？日,,888888,888888,カレン,Kallen,Kallen,Imported from School Idol Festival (2013).,,？月？日,,Kallen,1
5130,シャーリー,シャーリー,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5130,5130,,,？月？日,,888888,888888,シャーリー,Shirley,Shirley,Imported from School Idol Festival (2013).,,？月？日,,Shirley,1
5131,C.C.,C.C.,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5131,5131,,,？月？日,,888888,888888,C.C.,C.C.,C.C.,Imported from School Idol Festival (2013).,,？月？日,,C.C.,1
5132,コーネリア,コーネリア,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5132,5132,,,？月？日,,888888,888888,コーネリア,Cornelia,Cornelia,Imported from School Idol Festival (2013).,,？月？日,,Cornelia,1
5133,ユーフェミア,ユーフェミア,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5133,5133,,,？月？日,,888888,888888,ユーフェミア,Euphemia,Euphemia,Imported from School Idol Festival (2013).,,？月？日,,Euphemia,1
5134,ナナリー,ナナリー,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5134,5134,,,？月？日,,888888,888888,ナナリー,Nunnally,Nunnally,Imported from School Idol Festival (2013).,,？月？日,,Nunnally,1
5135,ヴィレッタ,ヴィレッタ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5135,5135,,,？月？日,,888888,888888,ヴィレッタ,Villetta,Villetta,Imported from School Idol Festival (2013).,,？月？日,,Villetta,1
5136,咲世子,咲世子,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5136,5136,,,？月？日,,888888,888888,咲世子,Sayoko,Sayoko,Imported from School Idol Festival (2013).,,？月？日,,Sayoko,1
5137,アーニャ,アーニャ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5137,5137,,,？月？日,,888888,888888,アーニャ,Anya,Anya,Imported from School Idol Festival (2013).,,？月？日,,Anya,1
5138,川本美里,美里,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5138,5138,,,？月？日,,888888,888888,川本美里,Misato Kawamoto,Misato Kawamoto,Imported from School Idol Festival (2013).,,？月？日,,Misato Kawamoto,1
5139,夏川マイ,マイ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5139,5139,,,？月？日,,888888,888888,夏川マイ,Mai Natsukawa,Mai Natsukawa,Imported from School Idol Festival (2013).,,？月？日,,Mai Natsukawa,1
5140,聖澤悠奈,悠奈,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5140,5140,,,？月？日,,888888,888888,聖澤悠奈,Yuuna Hijirisawa,Yuuna Hijirisawa,Imported from School Idol Festival (2013).,,？月？日,,Yuuna Hijirisawa,1
5141,柊摩央,摩央,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5141,5141,,,？月？日,,888888,888888,柊摩央,Mao Hiiragi,Mao Hiiragi,Imported from School Idol Festival (2013).,,？月？日,,Mao Hiiragi,1
5142,さや,さや,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5142,5142,,,？月？日,,888888,888888,さや,Saya,Saya,Imported from School Idol Festival (2013).,,？月？日,,Saya,1
5143,ナナミ,ナナミ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5143,5143,,,？月？日,,888888,888888,ナナミ,Nanami,Nanami,Imported from School Idol Festival (2013).,,？月？日,,Nanami,1
5144,ヤエ,ヤエ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5144,5144,,,？月？日,,888888,888888,ヤエ,Yae,Yae,Imported from School Idol Festival (2013).,,？月？日,,Yae,1
5145,ココノ,ココノ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5145,5145,,,？月？日,,888888,888888,ココノ,Kokono,Kokono,Imported from School Idol Festival (2013).,,？月？日,,Kokono,1
5146,理事長,理事長,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5146,5146,,,？月？日,,888888,888888,理事長,Director,Director,Imported from School Idol Festival (2013).,,？月？日,,Director,1
5147,澁谷ありあ,ありあ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5147,5147,,,？月？日,,888888,888888,澁谷ありあ,Aria Shibuya,Aria Shibuya,Imported from School Idol Festival (2013).,,？月？日,,Aria Shibuya,1
5148,かのんの母,かのんの母,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5148,5148,,,？月？日,,888888,888888,かのんの母,Kanon's mother,Kanon's mother,Imported from School Idol Festival (2013).,,？月？日,,Kanon's mother,1
5149,マンマル,マンマル,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5149,5149,,,？月？日,,888888,888888,マンマル,Manmaru,Manmaru,Imported from School Idol Festival (2013).,,？月？日,,Manmaru,1
5150,チビ,チビ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5150,5150,,,？月？日,,888888,888888,チビ,Chibi,Chibi,Imported from School Idol Festival (2013).,,？月？日,,Chibi,1
5151,C.C.,C.C.,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5151,5151,,,？月？日,,888888,888888,C.C.,C.C.,C.C.,Imported from School Idol Festival (2013).,,？月？日,,C.C.,1
5152,アーニャ,アーニャ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5152,5152,,,？月？日,,888888,888888,アーニャ,Anya,Anya,Imported from School Idol Festival (2013).,,？月？日,,Anya,1
5153,ヴィレッタ,ヴィレッタ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5153,5153,,,？月？日,,888888,888888,ヴィレッタ,Villetta,Villetta,Imported from School Idol Festival (2013).,,？月？日,,Villetta,1
5154,カレン,カレン,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5154,5154,,,？月？日,,888888,888888,カレン,Kallen,Kallen,Imported from School Idol Festival (2013).,,？月？日,,Kallen,1
5155,コーネリア,コーネリア,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5155,5155,,,？月？日,,888888,888888,コーネリア,Cornelia,Cornelia,Imported from School Idol Festival (2013).,,？月？日,,Cornelia,1
5156,シャーリー,シャーリー,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5156,5156,,,？月？日,,888888,888888,シャーリー,Shirley,Shirley,Imported from School Idol Festival (2013).,,？月？日,,Shirley,1
5157,セシル,セシル,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5157,5157,,,？月？日,,888888,888888,セシル,Cecile,Cecile,Imported from School Idol Festival (2013).,,？月？日,,Cecile,1
5158,ナナリー,ナナリー,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5158,5158,,,？月？日,,888888,888888,ナナリー,Nunnally,Nunnally,Imported from School Idol Festival (2013).,,？月？日,,Nunnally,1
5159,ニーナ,ニーナ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5159,5159,,,？月？日,,888888,888888,ニーナ,Nina,Nina,Imported from School Idol Festival (2013).,,？月？日,,Nina,1
5160,ノネット,ノネット,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5160,5160,,,？月？日,,888888,888888,ノネット,Nonette,Nonette,Imported from School Idol Festival (2013).,,？月？日,,Nonette,1
5161,マリアンヌ,マリアンヌ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5161,5161,,,？月？日,,888888,888888,マリアンヌ,Marianne,Marianne,Imported from School Idol Festival (2013).,,？月？日,,Marianne,1
5162,ミレイ,ミレイ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5162,5162,,,？月？日,,888888,888888,ミレイ,Milly,Milly,Imported from School Idol Festival (2013).,,？月？日,,Milly,1
5163,モニカ,モニカ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5163,5163,,,？月？日,,888888,888888,モニカ,Monica,Monica,Imported from School Idol Festival (2013).,,？月？日,,Monica,1
5164,ユーフェミア,ユーフェミア,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5164,5164,,,？月？日,,888888,888888,ユーフェミア,Euphemia,Euphemia,Imported from School Idol Festival (2013).,,？月？日,,Euphemia,1
5165,ラクシャータ,ラクシャータ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5165,5165,,,？月？日,,888888,888888,ラクシャータ,Rakshata,Rakshata,Imported from School Idol Festival (2013).,,？月？日,,Rakshata,1
5166,ローマイヤ,ローマイヤ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5166,5166,,,？月？日,,888888,888888,ローマイヤ,Lohmeyer,Lohmeyer,Imported from School Idol Festival (2013).,,？月？日,,Lohmeyer,1
5167,咲世子,咲世子,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5167,5167,,,？月？日,,888888,888888,咲世子,Sayoko,Sayoko,Imported from School Idol Festival (2013).,,？月？日,,Sayoko,1
5168,周香凛,香凛,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5168,5168,,,？月？日,,888888,888888,周香凛,Zhou Xianglin,Zhou Xianglin,Imported from School Idol Festival (2013).,,？月？日,,Zhou Xianglin,1
5169,神楽那,神楽那,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5169,5169,,,？月？日,,888888,888888,神楽那,Kaguya,Kaguya,Imported from School Idol Festival (2013).,,？月？日,,Kaguya,1
5170,千葉凪沙,凪沙,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5170,5170,,,？月？日,,888888,888888,千葉凪沙,Nagisa Chiba,Nagisa Chiba,Imported from School Idol Festival (2013).,,？月？日,,Nagisa Chiba,1
5171,天子,天子,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5171,5171,,,？月？日,,888888,888888,天子,Emperor,Emperor,Imported from School Idol Festival (2013).,,？月？日,,Emperor,1
5172,シャムナ,シャムナ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5172,5172,,,？月？日,,888888,888888,シャムナ,Shamuna,Shamuna,Imported from School Idol Festival (2013).,,？月？日,,Shamuna,1
